
============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 130.63 | TP: 132.13 | SL: 126.13
16:45 | 241.92 | 243.16 | 241.82 | 242.84 | 2998277 
17:00 | 242.85 | 243.00 | 242.16 | 242.22 | 1706273 
17:15 | 242.22 | 242.29 | 241.80 | 242.28 | 1415852 
17:30 | 242.27 | 242.87 | 242.04 | 242.64 | 1360920 
17:45 | 242.64 | 243.39 | 242.33 | 243.29 | 1197071 
18:00 | 243.27 | 244.28 | 243.17 | 244.28 | 1812348 
18:15 | 244.28 | 244.57 | 243.83 | 244.52 | 2003473 
18:30 | 244.51 | 245.80 | 244.26 | 245.54 | 2890861 
18:45 | 245.53 | 245.92 | 245.10 | 245.16 | 2264348 
19:00 | 245.16 | 245.50 | 244.90 | 245.18 | 1397300 
19:15 | 245.18 | 245.42 | 245.03 | 245.25 | 1179558 
19:30 | 245.24 | 245.52 | 244.90 | 245.36 | 1229351 
19:45 | 245.37 | 245.83 | 245.03 | 245.40 | 1241331 
20:00 | 245.41 | 246.13 | 244.95 | 246.13 | 1785804 
20:15 | 246.13 | 246.27 | 245.40 | 245.49 | 1828377 
20:30 | 245.49 | 246.10 | 245.34 | 245.82 | 1280781 
20:45 | 245.81 | 245.91 | 245.19 | 245.51 | 1222272 
21:00 | 245.50 | 245.80 | 245.44 | 245.70 | 1365851 
21:15 | 245.69 | 245.89 | 245.47 | 245.61 | 1562720 
21:30 | 245.60 | 245.94 | 244.81 | 244.84 | 2512026 
21:45 | 244.86 | 246.19 | 244.74 | 245.28 | 7858554 
15:30 | 248.30 | 251.28 | 248.12 | 250.66 | 8991765 
15:45 | 250.65 | 251.35 | 250.02 | 251.09 | 3452519 
16:00 | 251.11 | 252.23 | 250.78 | 251.57 | 3384275 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 245.16 | TP: 246.66 | SL: 242.16
Hora  |  Open  |  High  |  Low   |  Close |  Vol
18:00 | 237.59 | 237.82 | 237.44 | 237.77 | 589498 
18:15 | 237.78 | 238.18 | 237.73 | 237.94 | 587949 
18:30 | 237.95 | 238.11 | 237.64 | 238.08 | 598259 
18:45 | 238.08 | 238.14 | 237.86 | 237.96 | 471245 
19:00 | 237.95 | 238.21 | 237.83 | 238.01 | 556378 
19:15 | 238.01 | 238.12 | 237.75 | 237.88 | 586548 
19:30 | 237.87 | 238.10 | 237.49 | 237.52 | 577077 
19:45 | 237.52 | 237.61 | 237.21 | 237.39 | 511062 
20:00 | 237.38 | 237.99 | 237.31 | 237.88 | 700833 
20:15 | 237.88 | 238.02 | 237.65 | 237.80 | 483725 
20:30 | 237.81 | 237.95 | 237.66 | 237.71 | 498126 
20:45 | 237.71 | 237.81 | 237.57 | 237.69 | 573247 
21:00 | 237.69 | 237.80 | 237.51 | 237.62 | 602818 
21:15 | 237.61 | 237.73 | 237.25 | 237.46 | 961224 
21:30 | 237.46 | 237.92 | 237.43 | 237.79 | 753753 
21:45 | 237.78 | 238.11 | 237.44 | 237.85 | 2295511 
15:30 | 241.20 | 242.70 | 240.42 | 240.95 | 15211210 
15:45 | 240.95 | 241.73 | 240.35 | 240.89 | 2281197 
16:00 | 240.89 | 241.51 | 240.55 | 241.32 | 1904323 
16:15 | 241.31 | 241.36 | 240.21 | 241.15 | 1873646 
16:30 | 241.15 | 242.08 | 241.06 | 241.91 | 1969773 
16:45 | 241.92 | 243.16 | 241.82 | 242.84 | 2998277 
17:00 | 242.85 | 243.00 | 242.16 | 242.22 | 1706273 
17:15 | 242.22 | 242.29 | 241.80 | 242.28 | 1415852 
17:30 | 242.27 | 242.87 | 242.04 | 242.64 | 1360920 
17:45 | 242.64 | 243.39 | 242.33 | 243.29 | 1197071 
18:00 | 243.27 | 244.28 | 243.17 | 244.28 | 1812348 [ENTRADA]
18:15 | 244.28 | 244.57 | 243.83 | 244.52 | 2003473 
18:30 | 244.51 | 245.80 | 244.26 | 245.54 | 2890861 
18:45 | 245.53 | 245.92 | 245.10 | 245.16 | 2264348 
19:00 | 245.16 | 245.50 | 244.90 | 245.18 | 1397300 
19:15 | 245.18 | 245.42 | 245.03 | 245.25 | 1179558 
19:30 | 245.24 | 245.52 | 244.90 | 245.36 | 1229351 
19:45 | 245.37 | 245.83 | 245.03 | 245.40 | 1241331 
20:00 | 245.41 | 246.13 | 244.95 | 246.13 | 1785804 
20:15 | 246.13 | 246.27 | 245.40 | 245.49 | 1828377 
20:30 | 245.49 | 246.10 | 245.34 | 245.82 | 1280781 
20:45 | 245.81 | 245.91 | 245.19 | 245.51 | 1222272 
21:00 | 245.50 | 245.80 | 245.44 | 245.70 | 1365851 
21:15 | 245.69 | 245.89 | 245.47 | 245.61 | 1562720 
21:30 | 245.60 | 245.94 | 244.81 | 244.84 | 2512026 
21:45 | 244.86 | 246.19 | 244.74 | 245.28 | 7858554 
15:30 | 248.30 | 251.28 | 248.12 | 250.66 | 8991765 
15:45 | 250.65 | 251.35 | 250.02 | 251.09 | 3452519 
16:00 | 251.11 | 252.23 | 250.78 | 251.57 | 3384275 
16:15 | 251.57 | 252.74 | 251.47 | 252.67 | 2980455 
16:30 | 252.66 | 252.93 | 252.08 | 252.46 | 2203747 
16:45 | 252.45 | 253.69 | 252.34 | 253.60 | 2468891 
17:00 | 253.62 | 254.73 | 253.38 | 254.64 | 3959462 
17:15 | 254.64 | 256.08 | 254.58 | 255.79 | 4717420 
17:30 | 255.77 | 255.82 | 254.70 | 255.07 | 3231543 
17:45 | 255.08 | 256.64 | 255.03 | 256.05 | 3253522 
18:00 | 256.07 | 256.31 | 254.75 | 255.47 | 2994513 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 253.60 | TP: 255.10 | SL: 250.60
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 240.89 | 241.51 | 240.55 | 241.32 | 1904323 
16:15 | 241.31 | 241.36 | 240.21 | 241.15 | 1873646 
16:30 | 241.15 | 242.08 | 241.06 | 241.91 | 1969773 
16:45 | 241.92 | 243.16 | 241.82 | 242.84 | 2998277 
17:00 | 242.85 | 243.00 | 242.16 | 242.22 | 1706273 
17:15 | 242.22 | 242.29 | 241.80 | 242.28 | 1415852 
17:30 | 242.27 | 242.87 | 242.04 | 242.64 | 1360920 
17:45 | 242.64 | 243.39 | 242.33 | 243.29 | 1197071 
18:00 | 243.27 | 244.28 | 243.17 | 244.28 | 1812348 
18:15 | 244.28 | 244.57 | 243.83 | 244.52 | 2003473 
18:30 | 244.51 | 245.80 | 244.26 | 245.54 | 2890861 
18:45 | 245.53 | 245.92 | 245.10 | 245.16 | 2264348 
19:00 | 245.16 | 245.50 | 244.90 | 245.18 | 1397300 
19:15 | 245.18 | 245.42 | 245.03 | 245.25 | 1179558 
19:30 | 245.24 | 245.52 | 244.90 | 245.36 | 1229351 
19:45 | 245.37 | 245.83 | 245.03 | 245.40 | 1241331 
20:00 | 245.41 | 246.13 | 244.95 | 246.13 | 1785804 
20:15 | 246.13 | 246.27 | 245.40 | 245.49 | 1828377 
20:30 | 245.49 | 246.10 | 245.34 | 245.82 | 1280781 
20:45 | 245.81 | 245.91 | 245.19 | 245.51 | 1222272 
21:00 | 245.50 | 245.80 | 245.44 | 245.70 | 1365851 
21:15 | 245.69 | 245.89 | 245.47 | 245.61 | 1562720 
21:30 | 245.60 | 245.94 | 244.81 | 244.84 | 2512026 
21:45 | 244.86 | 246.19 | 244.74 | 245.28 | 7858554 
15:30 | 248.30 | 251.28 | 248.12 | 250.66 | 8991765 
15:45 | 250.65 | 251.35 | 250.02 | 251.09 | 3452519 
16:00 | 251.11 | 252.23 | 250.78 | 251.57 | 3384275 [ENTRADA]
16:15 | 251.57 | 252.74 | 251.47 | 252.67 | 2980455 
16:30 | 252.66 | 252.93 | 252.08 | 252.46 | 2203747 
16:45 | 252.45 | 253.69 | 252.34 | 253.60 | 2468891 
17:00 | 253.62 | 254.73 | 253.38 | 254.64 | 3959462 
17:15 | 254.64 | 256.08 | 254.58 | 255.79 | 4717420 
17:30 | 255.77 | 255.82 | 254.70 | 255.07 | 3231543 
17:45 | 255.08 | 256.64 | 255.03 | 256.05 | 3253522 
18:00 | 256.07 | 256.31 | 254.75 | 255.47 | 2994513 
18:15 | 255.47 | 255.51 | 253.58 | 253.72 | 2875269 
18:30 | 253.73 | 254.08 | 253.16 | 253.85 | 2284674 
18:45 | 253.85 | 254.22 | 253.41 | 254.21 | 1461353 
19:00 | 254.21 | 254.39 | 253.52 | 254.01 | 1402653 
19:15 | 254.01 | 254.73 | 253.93 | 254.59 | 1244763 
19:30 | 254.58 | 254.94 | 254.23 | 254.58 | 1169429 
19:45 | 254.58 | 254.62 | 253.90 | 254.11 | 840091 
20:00 | 254.10 | 254.84 | 254.02 | 254.77 | 939820 
20:15 | 254.76 | 255.26 | 254.61 | 255.25 | 973377 
20:30 | 255.25 | 255.77 | 254.73 | 255.39 | 1537579 
20:45 | 255.39 | 255.70 | 255.09 | 255.40 | 1236534 
21:00 | 255.40 | 255.73 | 255.31 | 255.45 | 1454900 
21:15 | 255.45 | 256.06 | 255.40 | 255.79 | 1546704 
21:30 | 255.80 | 256.04 | 255.61 | 255.83 | 1853473 
21:45 | 255.82 | 256.26 | 255.32 | 256.09 | 5415817 
15:30 | 255.83 | 257.34 | 255.28 | 255.51 | 5144432 
15:45 | 255.47 | 256.66 | 255.47 | 256.20 | 2035269 
16:00 | 256.21 | 256.45 | 255.52 | 256.25 | 1807541 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 256.05 | TP: 257.55 | SL: 253.05
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 242.85 | 243.00 | 242.16 | 242.22 | 1706273 
17:15 | 242.22 | 242.29 | 241.80 | 242.28 | 1415852 
17:30 | 242.27 | 242.87 | 242.04 | 242.64 | 1360920 
17:45 | 242.64 | 243.39 | 242.33 | 243.29 | 1197071 
18:00 | 243.27 | 244.28 | 243.17 | 244.28 | 1812348 
18:15 | 244.28 | 244.57 | 243.83 | 244.52 | 2003473 
18:30 | 244.51 | 245.80 | 244.26 | 245.54 | 2890861 
18:45 | 245.53 | 245.92 | 245.10 | 245.16 | 2264348 
19:00 | 245.16 | 245.50 | 244.90 | 245.18 | 1397300 
19:15 | 245.18 | 245.42 | 245.03 | 245.25 | 1179558 
19:30 | 245.24 | 245.52 | 244.90 | 245.36 | 1229351 
19:45 | 245.37 | 245.83 | 245.03 | 245.40 | 1241331 
20:00 | 245.41 | 246.13 | 244.95 | 246.13 | 1785804 
20:15 | 246.13 | 246.27 | 245.40 | 245.49 | 1828377 
20:30 | 245.49 | 246.10 | 245.34 | 245.82 | 1280781 
20:45 | 245.81 | 245.91 | 245.19 | 245.51 | 1222272 
21:00 | 245.50 | 245.80 | 245.44 | 245.70 | 1365851 
21:15 | 245.69 | 245.89 | 245.47 | 245.61 | 1562720 
21:30 | 245.60 | 245.94 | 244.81 | 244.84 | 2512026 
21:45 | 244.86 | 246.19 | 244.74 | 245.28 | 7858554 
15:30 | 248.30 | 251.28 | 248.12 | 250.66 | 8991765 
15:45 | 250.65 | 251.35 | 250.02 | 251.09 | 3452519 
16:00 | 251.11 | 252.23 | 250.78 | 251.57 | 3384275 
16:15 | 251.57 | 252.74 | 251.47 | 252.67 | 2980455 
16:30 | 252.66 | 252.93 | 252.08 | 252.46 | 2203747 
16:45 | 252.45 | 253.69 | 252.34 | 253.60 | 2468891 
17:00 | 253.62 | 254.73 | 253.38 | 254.64 | 3959462 [ENTRADA]
17:15 | 254.64 | 256.08 | 254.58 | 255.79 | 4717420 
17:30 | 255.77 | 255.82 | 254.70 | 255.07 | 3231543 
17:45 | 255.08 | 256.64 | 255.03 | 256.05 | 3253522 
18:00 | 256.07 | 256.31 | 254.75 | 255.47 | 2994513 
18:15 | 255.47 | 255.51 | 253.58 | 253.72 | 2875269 
18:30 | 253.73 | 254.08 | 253.16 | 253.85 | 2284674 
18:45 | 253.85 | 254.22 | 253.41 | 254.21 | 1461353 
19:00 | 254.21 | 254.39 | 253.52 | 254.01 | 1402653 
19:15 | 254.01 | 254.73 | 253.93 | 254.59 | 1244763 
19:30 | 254.58 | 254.94 | 254.23 | 254.58 | 1169429 
19:45 | 254.58 | 254.62 | 253.90 | 254.11 | 840091 
20:00 | 254.10 | 254.84 | 254.02 | 254.77 | 939820 
20:15 | 254.76 | 255.26 | 254.61 | 255.25 | 973377 
20:30 | 255.25 | 255.77 | 254.73 | 255.39 | 1537579 
20:45 | 255.39 | 255.70 | 255.09 | 255.40 | 1236534 
21:00 | 255.40 | 255.73 | 255.31 | 255.45 | 1454900 
21:15 | 255.45 | 256.06 | 255.40 | 255.79 | 1546704 
21:30 | 255.80 | 256.04 | 255.61 | 255.83 | 1853473 
21:45 | 255.82 | 256.26 | 255.32 | 256.09 | 5415817 
15:30 | 255.83 | 257.34 | 255.28 | 255.51 | 5144432 
15:45 | 255.47 | 256.66 | 255.47 | 256.20 | 2035269 
16:00 | 256.21 | 256.45 | 255.52 | 256.25 | 1807541 
16:15 | 256.23 | 257.00 | 255.75 | 256.62 | 1826576 
16:30 | 256.61 | 256.72 | 255.65 | 255.74 | 1345318 
16:45 | 255.77 | 255.79 | 255.00 | 255.29 | 2004515 
17:00 | 255.31 | 255.85 | 255.22 | 255.84 | 968003 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 528.60 | TP: 530.10 | SL: 525.60
Hora  |  Open  |  High  |  Low   |  Close |  Vol
19:00 | 519.12 | 519.15 | 518.30 | 518.99 | 192736 
19:15 | 518.95 | 519.48 | 518.03 | 518.06 | 147664 
19:30 | 518.03 | 518.70 | 517.67 | 518.17 | 149197 
19:45 | 518.20 | 518.29 | 517.30 | 517.60 | 262798 
20:00 | 517.63 | 518.09 | 516.67 | 517.88 | 184470 
20:15 | 517.88 | 518.95 | 517.85 | 518.37 | 231185 
20:30 | 518.38 | 518.42 | 517.46 | 517.56 | 131091 
20:45 | 517.55 | 517.69 | 516.88 | 517.32 | 119963 
21:00 | 517.31 | 518.32 | 517.20 | 518.06 | 161675 
21:15 | 518.05 | 518.20 | 517.61 | 517.72 | 157045 
21:30 | 517.69 | 517.82 | 517.38 | 517.40 | 206689 
21:45 | 517.39 | 517.77 | 516.76 | 517.35 | 560218 
15:30 | 518.61 | 523.15 | 518.20 | 521.67 | 1077502 
15:45 | 521.72 | 524.25 | 521.14 | 523.01 | 484248 
16:00 | 523.02 | 523.57 | 521.17 | 522.74 | 311454 
16:15 | 522.79 | 523.60 | 522.16 | 522.53 | 239574 
16:30 | 522.52 | 524.05 | 522.45 | 523.39 | 300337 
16:45 | 523.46 | 524.57 | 523.12 | 524.25 | 267983 
17:00 | 524.20 | 524.50 | 523.59 | 524.08 | 193012 
17:15 | 524.10 | 524.22 | 523.56 | 523.74 | 180287 
17:30 | 523.75 | 524.51 | 523.38 | 524.04 | 168341 
17:45 | 524.04 | 525.22 | 524.03 | 525.19 | 310873 
18:00 | 525.21 | 525.39 | 523.97 | 524.02 | 180630 
18:15 | 524.06 | 524.33 | 523.31 | 523.42 | 184235 
18:30 | 523.43 | 524.03 | 523.34 | 523.84 | 149569 
18:45 | 523.86 | 524.05 | 523.55 | 523.83 | 143571 
19:00 | 523.81 | 524.37 | 523.70 | 524.28 | 148382 [ENTRADA]
19:15 | 524.30 | 525.35 | 524.16 | 524.87 | 194529 
19:30 | 524.89 | 527.05 | 524.76 | 526.18 | 416774 
19:45 | 526.18 | 529.05 | 526.13 | 528.60 | 521746 
20:00 | 528.60 | 528.94 | 527.33 | 528.89 | 343069 
20:15 | 528.93 | 530.05 | 528.35 | 529.95 | 428726 
20:30 | 529.93 | 530.69 | 529.12 | 529.55 | 494163 
20:45 | 529.52 | 529.74 | 529.01 | 529.64 | 324327 
21:00 | 529.60 | 530.07 | 529.39 | 529.62 | 346772 
21:15 | 529.63 | 529.95 | 528.57 | 528.76 | 292046 
21:30 | 528.77 | 530.41 | 528.70 | 530.36 | 358161 
21:45 | 530.35 | 531.03 | 528.13 | 528.52 | 1164853 
15:30 | 528.29 | 529.80 | 525.41 | 525.62 | 940124 
15:45 | 525.60 | 526.44 | 524.06 | 525.05 | 505222 
16:00 | 525.08 | 526.71 | 524.95 | 525.77 | 304588 
16:15 | 525.78 | 527.28 | 525.53 | 526.33 | 225236 
16:30 | 526.27 | 527.50 | 526.19 | 527.36 | 201209 
16:45 | 527.32 | 527.42 | 524.92 | 526.01 | 197149 
17:00 | 526.10 | 526.24 | 524.05 | 525.21 | 392172 
17:15 | 525.23 | 525.62 | 524.32 | 524.79 | 222644 
17:30 | 524.70 | 524.84 | 523.95 | 524.07 | 311288 
17:45 | 524.18 | 524.30 | 522.47 | 522.86 | 425827 
18:00 | 522.81 | 523.51 | 522.30 | 522.72 | 208049 
18:15 | 522.62 | 523.38 | 522.32 | 523.30 | 134335 
18:30 | 523.33 | 524.45 | 522.97 | 523.38 | 214866 
18:45 | 523.35 | 523.44 | 521.92 | 522.46 | 231511 
19:00 | 522.48 | 522.97 | 521.85 | 522.63 | 146044 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 178.89 | TP: 180.39 | SL: 174.39
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 168.38 | 168.74 | 167.49 | 168.33 | 7204497 
16:15 | 168.30 | 168.45 | 167.92 | 168.08 | 3844935 
16:30 | 168.07 | 168.14 | 166.97 | 167.20 | 6377796 
16:45 | 167.20 | 167.64 | 166.74 | 167.41 | 5399225 
17:00 | 167.41 | 167.79 | 167.22 | 167.50 | 3623542 
17:15 | 167.51 | 167.83 | 167.49 | 167.75 | 2879253 
17:30 | 167.75 | 167.84 | 167.44 | 167.68 | 2356882 
17:45 | 167.67 | 168.36 | 167.66 | 168.09 | 3277496 
18:00 | 168.09 | 168.80 | 168.04 | 168.67 | 3158592 
18:15 | 168.66 | 168.93 | 168.41 | 168.71 | 3372674 
18:30 | 168.71 | 168.80 | 168.44 | 168.55 | 1753877 
18:45 | 168.54 | 168.59 | 168.24 | 168.25 | 1889191 
19:00 | 168.26 | 168.46 | 168.06 | 168.08 | 2058837 
19:15 | 168.08 | 168.24 | 167.93 | 168.09 | 2358230 
19:30 | 168.09 | 168.11 | 167.84 | 167.90 | 2118556 
19:45 | 167.90 | 168.33 | 167.86 | 168.09 | 2560001 
20:00 | 168.09 | 168.44 | 167.96 | 168.44 | 2307690 
20:15 | 168.44 | 168.60 | 168.22 | 168.25 | 2035103 
20:30 | 168.26 | 168.46 | 168.13 | 168.34 | 1796666 
20:45 | 168.33 | 169.05 | 168.33 | 169.03 | 3188714 
21:00 | 169.04 | 169.42 | 169.01 | 169.33 | 3838575 
21:15 | 169.33 | 170.37 | 169.31 | 170.24 | 6306693 
21:30 | 170.24 | 170.47 | 169.84 | 170.05 | 5604888 
21:45 | 170.05 | 170.98 | 169.85 | 170.76 | 8840153 
15:30 | 176.64 | 178.95 | 175.47 | 178.56 | 30480350 
15:45 | 178.58 | 178.88 | 177.06 | 177.18 | 11700134 
16:00 | 177.18 | 178.20 | 176.81 | 176.90 | 9923301 [ENTRADA]
16:15 | 176.90 | 177.86 | 176.82 | 177.65 | 7613662 
16:30 | 177.65 | 178.69 | 177.60 | 178.68 | 8279787 
16:45 | 178.68 | 179.19 | 178.32 | 178.89 | 9573475 
17:00 | 178.89 | 179.29 | 178.62 | 178.99 | 6157323 
17:15 | 179.00 | 179.22 | 178.12 | 178.61 | 5817589 
17:30 | 178.62 | 178.73 | 177.70 | 177.78 | 4319098 
17:45 | 177.77 | 178.20 | 177.72 | 177.85 | 3684160 
18:00 | 177.85 | 178.04 | 177.51 | 177.81 | 3709895 
18:15 | 177.81 | 178.03 | 177.48 | 177.99 | 3258635 
18:30 | 177.98 | 178.08 | 177.37 | 177.38 | 3011583 
18:45 | 177.38 | 177.86 | 177.38 | 177.68 | 2617618 
19:00 | 177.67 | 178.06 | 177.41 | 177.92 | 3324533 
19:15 | 177.92 | 178.16 | 177.82 | 178.01 | 2720644 
19:30 | 178.00 | 178.32 | 177.83 | 178.01 | 2893519 
19:45 | 177.99 | 177.99 | 177.47 | 177.68 | 2590691 
20:00 | 177.68 | 177.70 | 177.25 | 177.36 | 2671847 
20:15 | 177.36 | 177.36 | 176.15 | 176.28 | 5562483 
20:30 | 176.27 | 176.71 | 176.16 | 176.52 | 4038694 
20:45 | 176.52 | 176.71 | 176.20 | 176.64 | 2902992 
21:00 | 176.64 | 176.77 | 176.03 | 176.06 | 3287998 
21:15 | 176.06 | 176.77 | 175.96 | 176.72 | 4772569 
21:30 | 176.73 | 177.15 | 176.68 | 177.13 | 4851010 
21:45 | 177.13 | 177.98 | 177.07 | 177.30 | 9675049 
15:30 | 179.68 | 180.28 | 177.61 | 177.97 | 15611980 
15:45 | 177.98 | 178.44 | 177.70 | 177.84 | 7052301 
16:00 | 177.84 | 178.28 | 176.92 | 177.06 | 7235486 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: AMD | C1_SQUEEZE_CALL | ENTRADA: 161.73 | TP: 163.23 | SL: 158.73
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 152.92 | 153.78 | 152.05 | 153.52 | 2435171 
16:15 | 153.53 | 154.12 | 153.44 | 153.90 | 1523283 
16:30 | 153.88 | 153.88 | 152.89 | 153.26 | 1563585 
16:45 | 153.20 | 153.90 | 153.09 | 153.85 | 1013175 
17:00 | 153.84 | 154.03 | 153.36 | 154.00 | 959021 
17:15 | 153.99 | 154.25 | 153.37 | 153.52 | 1144340 
17:30 | 153.50 | 153.63 | 153.00 | 153.14 | 705056 
17:45 | 153.12 | 153.51 | 153.09 | 153.31 | 829834 
18:00 | 153.33 | 154.43 | 153.15 | 154.16 | 1158034 
18:15 | 154.16 | 154.58 | 153.80 | 154.31 | 868670 
18:30 | 154.31 | 154.44 | 153.71 | 153.74 | 561612 
18:45 | 153.72 | 153.88 | 153.55 | 153.77 | 534475 
19:00 | 153.77 | 154.32 | 153.75 | 154.12 | 628098 
19:15 | 154.14 | 154.70 | 154.10 | 154.23 | 807030 
19:30 | 154.23 | 154.68 | 154.21 | 154.40 | 701105 
19:45 | 154.40 | 154.78 | 154.35 | 154.57 | 483224 
20:00 | 154.58 | 155.29 | 154.57 | 155.22 | 1194058 
20:15 | 155.21 | 155.45 | 154.98 | 155.35 | 664758 
20:30 | 155.35 | 155.52 | 155.23 | 155.41 | 666934 
20:45 | 155.40 | 155.67 | 155.30 | 155.38 | 590344 
21:00 | 155.37 | 155.48 | 155.02 | 155.09 | 622294 
21:15 | 155.09 | 155.37 | 154.91 | 155.30 | 955404 
21:30 | 155.30 | 155.65 | 155.20 | 155.40 | 806596 
21:45 | 155.40 | 156.66 | 155.33 | 155.83 | 2279168 
15:30 | 163.54 | 164.53 | 159.58 | 160.12 | 6910645 
15:45 | 160.15 | 160.84 | 158.92 | 159.15 | 3302883 
16:00 | 159.14 | 161.19 | 159.05 | 160.04 | 3011887 [ENTRADA]
16:15 | 160.06 | 161.50 | 159.95 | 161.28 | 2019273 
16:30 | 161.28 | 161.63 | 161.01 | 161.16 | 1303703 
16:45 | 161.15 | 161.85 | 160.93 | 161.73 | 1399943 
17:00 | 161.71 | 162.30 | 161.68 | 162.03 | 1175925 
17:15 | 162.03 | 162.05 | 160.90 | 161.46 | 1470286 
17:30 | 161.47 | 161.52 | 160.87 | 161.09 | 990603 
17:45 | 161.10 | 161.80 | 161.05 | 161.55 | 662283 
18:00 | 161.56 | 161.66 | 160.75 | 160.99 | 690647 
18:15 | 160.97 | 161.13 | 160.52 | 160.52 | 1005410 
18:30 | 160.52 | 160.99 | 160.31 | 160.31 | 747447 
18:45 | 160.33 | 160.67 | 160.18 | 160.37 | 461527 
19:00 | 160.36 | 160.48 | 160.06 | 160.26 | 531861 
19:15 | 160.27 | 160.80 | 160.10 | 160.74 | 610203 
19:30 | 160.74 | 161.38 | 160.67 | 161.11 | 951271 
19:45 | 161.11 | 161.35 | 160.18 | 160.23 | 728873 
20:00 | 160.21 | 160.36 | 159.30 | 159.49 | 1036992 
20:15 | 159.47 | 159.48 | 158.60 | 158.71 | 1496134 
20:30 | 158.70 | 159.05 | 158.63 | 158.81 | 737433 
20:45 | 158.84 | 158.93 | 158.42 | 158.74 | 716468 
21:00 | 158.74 | 159.07 | 158.07 | 158.10 | 1088853 
21:15 | 158.11 | 158.55 | 158.00 | 158.44 | 953944 
21:30 | 158.45 | 159.15 | 158.44 | 159.13 | 1009373 
21:45 | 159.12 | 159.83 | 159.04 | 159.52 | 2065257 
15:30 | 158.59 | 160.21 | 156.85 | 157.34 | 3938961 
15:45 | 157.34 | 157.60 | 156.72 | 156.99 | 2251128 
16:00 | 156.99 | 157.27 | 156.17 | 156.25 | 2330945 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 183.84 | TP: 185.34 | SL: 179.34
Hora  |  Open  |  High  |  Low   |  Close |  Vol
18:00 | 176.39 | 176.47 | 175.95 | 175.98 | 2831523 
18:15 | 175.99 | 176.20 | 175.94 | 176.07 | 2269314 
18:30 | 176.06 | 176.10 | 175.71 | 175.96 | 2792290 
18:45 | 175.95 | 176.02 | 175.72 | 175.79 | 1905724 
19:00 | 175.79 | 175.92 | 175.70 | 175.75 | 1829987 
19:15 | 175.75 | 175.92 | 175.56 | 175.89 | 2598107 
19:30 | 175.89 | 176.23 | 175.84 | 176.00 | 2997294 
19:45 | 176.01 | 176.21 | 175.71 | 175.78 | 2205572 
20:00 | 175.78 | 175.90 | 175.62 | 175.81 | 2309513 
20:15 | 175.81 | 175.89 | 175.57 | 175.60 | 2409949 
20:30 | 175.59 | 176.02 | 175.55 | 175.95 | 2483966 
20:45 | 175.95 | 176.21 | 175.87 | 176.11 | 2402569 
21:00 | 176.11 | 176.29 | 175.99 | 176.15 | 2631975 
21:15 | 176.16 | 176.48 | 175.88 | 176.31 | 4012083 
21:30 | 176.31 | 176.42 | 176.02 | 176.08 | 3636009 
21:45 | 176.08 | 178.00 | 175.55 | 176.51 | 10816525 
15:30 | 175.30 | 175.95 | 174.70 | 175.67 | 9365647 
15:45 | 175.68 | 176.07 | 175.24 | 175.46 | 4877247 
16:00 | 175.47 | 175.73 | 175.12 | 175.41 | 4553128 
16:15 | 175.41 | 175.44 | 174.99 | 175.42 | 4026647 
16:30 | 175.42 | 176.04 | 175.27 | 175.97 | 3991469 
16:45 | 175.97 | 176.08 | 175.68 | 175.75 | 2958400 
17:00 | 175.74 | 175.96 | 175.46 | 175.49 | 2566245 
17:15 | 175.48 | 175.60 | 175.27 | 175.46 | 2629430 
17:30 | 175.47 | 175.92 | 175.40 | 175.87 | 2548426 
17:45 | 175.87 | 175.99 | 175.41 | 175.50 | 2569425 
18:00 | 175.50 | 180.38 | 175.49 | 180.37 | 21625991 [ENTRADA]
18:15 | 180.38 | 182.49 | 180.07 | 182.20 | 24702942 
18:30 | 182.20 | 183.82 | 182.03 | 183.52 | 18589160 
18:45 | 183.52 | 184.55 | 182.68 | 183.84 | 14876556 
19:00 | 183.84 | 184.07 | 183.07 | 183.13 | 8974272 
19:15 | 183.13 | 183.35 | 182.41 | 183.00 | 7878820 
19:30 | 182.99 | 183.06 | 182.33 | 182.96 | 5473720 
19:45 | 182.95 | 183.69 | 182.85 | 183.08 | 5791459 
20:00 | 183.08 | 183.25 | 182.51 | 182.86 | 4863141 
